id,title_romaji,description,description_source
118638,Jingling Meng Ye Luoli,"Queen Mandora ruled Carcosa Wonderland, because humans destroyed the natural environment wantonly, which seriously affected the survival of Wonderland and the safety of fairies. Mandora believes that humans are selfish. She does not believe that humans will consciously improve the protection of the environment, so she wants to rule the human world, turn humans into slaves, and re-manage the natural environment seriously damaged by humans. The Xinling Fairy believed that humans would save the environment by themselves, so she led the brave Warrior of Carcosa to fight against Queen Mandora.

 (Source: StarTimes ON)",jikan_mal
121823,Sore Ike! Anpanman: Rhythm de Teasobi - Anpanman to Fushigi na Parasol,,not_found
129167,Moer Zhuangyuan 2: Haiyao Baozang,,not_found
129293,Fu Wu Shu: Zhanguo Fengyun,,not_found
129301,Duo Bao Xingyun Xing 3,,not_found
129382,Baobei Nüer Hao Mama: Kuaile de Jiating,,not_found
129383,Baobei Nüer Hao Mama: Chi Jiyi de Da Xueqiu,,not_found
129489,Guobao Te Gong 2,"Protecting the earth and maintaining peace, Ultraman used to be a god-like existence for the Earth, but in recent decades, he disappeared into a mystery... The replacement for him was the elite team Dragon Force, part of the GSB Earth Security Organization. GSB has been receiving reports of global energy anomalies in the near future, and there have been huge disasters around the world. The GSB organization sent the Dragon Force to find out the causes of the energy anomalies, but unexpectedly found that the incident had a relationship with Ultraman... The unexpected encounters between the old and new generations of the Earth's guardians led to the hostile sides of life and death. In the end, is this an accident or a conspiracy, who saw the final truth? 

(Source: Ultraman Wiki)",jikan_mal
129551,Seer 2  Da Dianying: Leiyi Yu Maiersi,,not_found
129554,Seer 3  Da Dianying: Zhanshen Lianmeng,,not_found
129584,Seer,,not_found
129586,Seer 2,,not_found
130674,LaLaLa Demacia 2,"The script draws on various game culture that players enjoy in the game League of Legends, and uses a humorous, light-hearted and funny story style to realistically restore the fun and battle life of League of Legends players in the game.",jikan_mal
130675,LaLaLa Demacia 3,"The script draws on various game culture that players enjoy in the game League of Legends, and uses a humorous, light-hearted and funny story style to realistically restore the fun and battle life of League of Legends players in the game.",jikan_mal
130745,Chao Shen Xueyuan,"A massive spacetime wormhole appeared on Earth one day, connecting various unknown worlds. The known evil force is the Death Singer from the Shadow World. Thus, the Time God Zilean, the Wandering Mage, and the Great Inventor Dinghei established a Super God Academy on Earth, recruiting powerful gods from various timelines, as well as super soldiers who had already planted seeds on Earth, such as Garen. But before everything unfolded, Garen and the other Earth warriors were unaware of all this information; they had to start as students and slowly embark on the path to becoming super gods to protect their world.

(Source: Bangumi, translated)",jikan_mal
131852,Tiandi Fengyun Lu: Juezhan Shike,,not_found
131853,Tiandi Fengyun Lu: Jiulong Bian,"Having problems with his meridians and thus rendered incapable of practicing the internal arts, Qin Yu lives in seclusion with Grandfather Lian. To cheer up a depressed Qin Yu, Lian gifts him a peculiar bird, which the former names Xiao Hei.

Wanting to be recognized by his father, Qin Yu embarks on the path of cultivation. With Zhao Yunxing's rigorous training method, he strives to overcome his physiological hindrance and become an expert in the external arts. While resting from one such training session, Qin Yu discovers a red crystal that, to his surprise, fuses with his body. Unbeknownst to him, this subtle transformation gives Qin Yu astounding abilities that will aid him as he sets out, with Xiao Hei in tow, to prove that he is worthy of his father's acknowledgement.

[Written by MAL Rewrite]",jikan_mal
131854,Tiandi Fengyun Lu: Jian Xing Mo Zong,,not_found
132512,Annyeong Jaduya Season 2,"Hello Jadoo is a South-Korean TV show about a girl named Choi Jadoo who is a very free-spirited girl. In every episode, she would always get into drama, whether it was with her parents or school. At the same time, she meets new people and she tries to solve problems occurring.",jikan_mal
139292,Shiritori Mambo,A music video for the song by Kazuo Kumakura and Happy Life that was featured on NHK's Minna no Uta Program.,jikan_mal
151281,Xiong Chumo: Guonian,"Released two days before the Chinese New Year, the feature itself covers the topic of the New Year where Logger Vick wants to go back to his hometown to visit family. But a first class ticket on the train home is something he cannot afford. Briar and Bramble decide to help him out.",jikan_mal
183821,Otenki Pokojirou,,not_found
183822,Honnou da Zou,,not_found
185967,Choegang Top Plate,"The storyline is unknown but judging from the sneak peek unveiled at the Ostuni Festival, it focuses on a team of heroes battling evil forces with their Top Plate. These heroes include the protagonist red-haired boy owning Blaze Liger, a gray-haired boy with Mortal Shark, a brown-haired boy wielding Rocky Golem, a blonde-haired girl having Antler Goat and a green-haired boy owning Wings Falcon. The evil forces however consist of the antagonist red-haired boy owning Dread Dragon, another red-haired boy owning Reptile Hydra, a red-haired girl owning Poison Scorpion, a blue-haired boy owning Thunder Wolf and a mysterious man. Another red-haired boy will also appear with an unnamed red Top Plate with additional characters.

The Top Plates also have a ""spirit"" in the form of an animal relating to its motif appearing during special attacks. These special moves seem to be activated by their owner using an elemental bow and arrow and shooting it to reveal their spirit.

(Source: Top Plate Wikia)",jikan_mal
186753,Duo Bao Xing Yun Xing Da Dian Ying: Jin Gu Bang Chuan Qi,,not_found
193471,Dianji Xiaozi 3,,not_found
202428,Shimajirou to Korasho no Saigo no Daiundoukai Tsunage! Nakayoshi Relay,,not_found
203022,Shui Man Jinshan,,not_found
20795,Meshimase Lodoss-tou Senki: Sorette Oishii no?,,not_found
20824,Haiyore! Nyaruko-san F,"Mahiro Yasaka is just an ordinary high school student, until one day he is suddenly attacked by a dangerous monster. Just when everything seems to be lost, he is saved by a silver-haired girl named Nyaruko, who claims to be the shape-shifting deity Nyarlathotep from horror author H. P. Lovecraft's Cthulhu Mythos, sent by the Space Defense Agency to Earth. She explains to Mahiro that the creature chasing him was an alien called Nightgaunt, who had planned on abducting and selling him as a slave.

After rescuing him from the alien, the Lovecraftian deity falls madly in love with Mahiro and forces herself into his household, much to his chagrin. Moreover, they are soon joined by two others from the fictional universe: Cthuko, a girl obsessed with Nyaruko, and Hasuta, a young boy easily mistaken for a beautiful female. Together, the three eccentric aliens protect Mahiro from the various extraterrestrial dangers that threaten both his and Earth's well-being, all the while making his life a living hell.

[Written by MAL Rewrite]",jikan_mal
20874,Imako System,Based on the adult manga by Midori no Ruupe.,jikan_mal
21047,wasimo,"Hiyori's grandmother died. To stop her crying all day and every day, Hiyori's father built a humanoid robot called Washimo, that looks like her granny, complete with dentures. It walks faster than a snail but slower than a rhinoceros beetle; in fact, however, it can outrun a bullet train.

(Source: ANN)",jikan_mal
21052,Super Short Comics,A series of absurdist gag stories with limited continuity. Each episode consists of a varying amount of stories and a total of 26 stories were made.,jikan_mal
21478,Shinkyoku no Grimoire THE ANIMATION,Based on the adult manga by Sawaru Erect.,jikan_mal
21535,PANDRA THE ANIMATION: Shiroki Yokubou Kuro no Kibou,Based on the manga by Erect Sawaru.,jikan_mal
21618,Furueru Kuchibiru: fuzzy lips 0,Based on the adult manga by Inu.,jikan_mal
21724,Panpaka Pants O-NEW!,Follows a pig whose family's mission is to collect underpants.,jikan_mal
21883,X Maiden: Izakaya Tamaki,,not_found
98893,Spo-chan Taiketsu: Youkai Daikessen,,not_found
100291,Doraemon: Nobita no Space Heroes,"Nobita wishes to be a real hero. Doraemon uses his gadget, the Burger Director to make them a real movie superhero. Aron saw the five powers and abilities and asks them to help him save his planet, the planet Pokkuru. After their journey to the planet, the gang thought it was only Burger's doing but realizing that it is not a movie and they are actually fighting bad guys.

(Source: IMDb)",jikan_mal
102985,Gui Bao: Baoxiao Chuang Yuzhou,"Gui Bao is a genius who dreams of becoming an inventor who creates a technology that changes the course of humanity. However, his latest invention turns out to be a disaster.

(Sourc: IMDB)",jikan_mal
105049,GO-GO Tamagotchi!,"Let's Go! Tamagotchi is an anime series focusing on the lives of Mametchi, Memetchi, Kuchipatchi, ChaMametchi, and their friends. The series premiered in Japan in December 2007, while an English dub was uploaded by Bandai in December 2008. It was originally uploaded a week before the release of the first movie in Japanese.",jikan_mal
108993,Astareul Hyanghae Chaguchagu,,not_found
108994,Baby Gamba,,not_found
109003,Code Geass: Boukoku no Akito 3 - Kagayakumono Ten Yori Otsu Picture Drama,Picture drama included in the Code Geass: Boukoku no Akito 3 Blu-ray/DVD release.,jikan_mal
109004,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara Picture Drama,Picture drama included in the Code Geass: Boukoku no Akito 4 Blu-ray/DVD release.,jikan_mal
109939,Qin Shi Mingyue: Kong Shan Niao Yu,Spin-off episodes of the franchise Qin Shi Mingyue focusing on Baifeng.,jikan_mal
115406,Kikyou,A short film centered around the theme of memory.,jikan_mal
115764,Panpaka Pants Movie: Bananan Oukoku no Hihou,,not_found
116160,Yuuto-kun ga Iku Movie,Movie of Yuuto-kun ga Iku.,jikan_mal
117284,Himitsukessha Taka no Tsume EX,Sequel to the previous season of the flash anime series.,jikan_mal
117285,Himitsukessha Taka no Tsume DO,Sequel to the previous season of the flash anime series.,jikan_mal
119399,Na Nian Na Tu Naxie Shir 1,,not_found
119400,Na Nian Na Tu Naxie Shir 2,,not_found
119795,Mori no Ongaku-dan,,not_found
121081,Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,,not_found
121717,Ohayou Hakushon Daimaou,"The 3rd continuation of NTV's ZIP! anime parody shorts. This one focuses on Hakushon Daimaou. Like with the previous season, occasionally the Gatchaman team and now the Mazinger Z team show up in some episodes.",jikan_mal
125271,GON 2nd Season,Continuation of the Gon series.,jikan_mal
127115,Funassyi to Yukaina Kyoudai,,not_found
129168,Moer Zhuangyuan 3: Mohuan Lieche Da Maoxian,,not_found
129297,Q-ban Sanguo: San Xiao Qiang (Movie),,not_found
129490,Guobao Te Gong 3,,not_found
129556,Seer 4  Da Dianying: Sheng Mo Zhi Shan,,not_found
129561,Seer 5  Da Dianying: Leishen Jueqi,,not_found
129587,Seer 3,,not_found
129592,Seer 4,,not_found
129593,Seer 5,,not_found
129656,Meishi Da Maoxian,,not_found
129657,Meishi Da Maoxian 2,,not_found
129729,Yuan Ri,"This story is set in the majestic Tianyuan Realm, where elemental energy can move everything in the world including control Yin and Yang. In the Zhou Dynasty, young Zhou Yuan is robbed of his ""Holy Dragon Fortune"" by an enemy nation using the ""Python Sparrow Swallows Dragon"" technique, leaving him plagued by toxic energy for over a decade. 

Upon entering his ancestral land, he meets the mysterious Yao Yao, who helps him break free from his power constraints. With newfound strength, Zhou Yuan bravely saves his family and country. Armed with the Primordial Qi that can devour the sun, moon, and stars, Zhou Yuan, once an overlooked boy, embarks on a journey to reverse his fate and achieve a life-changing rebirth.

(Source: WeTV)",jikan_mal
