id,release_year,release_quarter,split_pre_release_effective,is_model_split,popularity,meanScore,popularity_quarter_pct,popularity_quarter_bucket,title_romaji,title_english,description,coverImage_extraLarge,coverImage_large,coverImage_medium,bannerImage,trailer_id,trailer_site,trailer_thumbnail,has_text_description,has_cover_image,has_banner_image,has_trailer
7526,1949,4.0,train,True,200.0,44,1.0,top_75_100,Ousama no Shippo,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7526.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7526.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/7526.jpg,,,,,False,True,False,False
7527,1951,1.0,train,True,189.0,41,1.0,top_75_100,Ponsuke no Udekurabe,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/default.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/default.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/default.jpg,,,,,False,True,False,False
7528,1952,4.0,train,True,861.0,45,1.0,top_75_100,Kujira (1952),,"Remake of Oofuji's earlier film (1927).<br><br>
(Source: AniDB)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7528-PvotBkdYqQJE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx7528-PvotBkdYqQJE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx7528-PvotBkdYqQJE.jpg,,,,,True,True,False,False
7529,1953,2.0,train,True,251.0,44,1.0,top_75_100,Mori no Ongakukai,,"During a concert in the forest, the big bad wolf begins to annoy the other animals with his foul smoking, noisy interruptions and destruction of the grounds. The other animals band together and eject the wolf for poor manners.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7529.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7529.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/7529.jpg,,,,,True,True,False,False
7530,1954,4.0,train,True,615.0,42,1.0,top_75_100,Hana to Chou,,"An early color animation which uses the color to help tell the story. Three butterflies save a bird that falls out of it's nest during a rainstorm. The butterflies decide to ask the flowers for cover, but the red rose will only help the red butterfly since they are the same color.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7530.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7530.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/7530.jpg,,,,,True,True,False,False
7531,1955,4.0,train,True,236.0,44,1.0,top_75_100,Onbu Obake,,Short movie by Ryuuichi Yokoyama.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7531-mnGw0xt84alv.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx7531-mnGw0xt84alv.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx7531-mnGw0xt84alv.jpg,,,,,True,True,False,False
7532,1956,3.0,train,True,565.0,56,1.0,top_75_100,Kuroi Kikori to Shiroi Kikori,The Black Woodcutter and the White Woodcutter,"On a winter's night a bear, a fox and a squirrel seek refuge from the cold. They are drawn by the hearths in the homes of two woodcutters. One man treats them poorly, while the other welcomes them.<br><br>

(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b7532-51xBcQwhFzIu.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b7532-51xBcQwhFzIu.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b7532-51xBcQwhFzIu.jpg,,,,,True,True,False,False
7610,1961,3.0,train,True,1466.0,61,1.0,top_75_100,Anju to Zushioumaru,,"After their father quarrels with local military men, Anju and Zushio are forced to flee, but they are captured and sold into slavery. When their mother dies, they are sold to Sansho the Bailiff, a cruel man who subjects them to hideous torments.<br>
While Anju falls into a lake and is transformed into a swan, Zushio escapes and after being adopted to a nobleman grows to a young man. He will then fight to defeat the evil Dayu and free all the slaves.<br><br>
(Source: AniDB)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx7610-knPFRnDYQmHt.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx7610-knPFRnDYQmHt.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx7610-knPFRnDYQmHt.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/7610-16TbZmLUGIo0.jpg,,,,True,True,True,False
7621,1958,4.0,train,True,669.0,52,0.6666666666666666,hot_50_75,Chuumon no Ooi Ryouriten,The Restaurant of Many Orders,The oldest anime adaptation of a famous short story by Japanese writer Kenji Miyazawa. Two young British hunters get lost in the woods and discover a strange restaurant.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b7621-dPVRNvNjzVHR.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b7621-dPVRNvNjzVHR.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b7621-dPVRNvNjzVHR.png,,,,,True,True,False,False
7786,1962,3.0,train,True,806.0,48,1.0,top_75_100,Arabian Nights: Sindbad no Bouken,Arabian Nights: Sinbad's Adventures,"This is a work by Toei Animation Co., Ltd. with screenplay by Tezuka Osamu in cooperation with novelist Kita Morio. Sinbad and a boy, Ali, are stowaways on the transport ship ""Boulder,"" but they win their proper places on the ship after currying the favor of the captain. Then the beautiful princess Samir jumps on board to escape a wicked minister who wants to marry her, and Sinbad goes through a series of adventures to protect the princess. The story unfolds with ups and downs, full of dramatic episodes from the original story such as a rough-and-tumble battle with a strange bird that is guarding diamonds.<br>
(Source: <a href=""http://ja.tezuka.co.jp/anime/sakuhin/mv/mv002.html"" target=""_blank"">http://ja.tezuka.co.jp/anime/sakuhin/mv/mv002.html</a> )",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7786.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/7786.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/7786.jpg,,,,,True,True,False,False
8041,1963,4.0,train,True,445.0,46,0.7,hot_50_75,Sennin Buraku,Hermit Village,"The ancient Chinese town of Taoyuan is populated exclusively by Taoist ascetics. The elder, Lao Shi, conducts research on magic and alchemy, while his pupil Zhi Huang is more interested in the pleasures of the flesh. He fell in love with three beautiful sisters who live close by.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b8041-TKyTyUXSlP3Z.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b8041-TKyTyUXSlP3Z.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b8041-TKyTyUXSlP3Z.jpg,,,,,True,True,False,False
8663,1964,,holdout_unknown,False,508.0,38,,,KISS KISS KISS,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b8663-ceeeU3VtOXZP.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b8663-ceeeU3VtOXZP.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b8663-ceeeU3VtOXZP.png,,,,,False,True,False,False
8774,1960,1.0,train,True,398.0,39,1.0,top_75_100,Mittsu no Hanashi,,"One of the first anime ever televised. It comprises of three stories: ""The Third Plate"" (第三の皿), ""Oppel and the Elephant"" (オッペルと象), and ""Sleepy Town"" (眠い町).",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8774.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8774.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/8774.jpg,,,,,True,True,False,False
8879,1965,2.0,train,True,228.0,51,0.7,hot_50_75,Dolphin Ouji,,"Produced as a short experimental trial series of only 3 episodes and filmed in black and white, Dolphin Prince aired on Fuji TV on Sundays at 7.30pm. The episodes featured young Dolphin Prince, his mermaid friend Neptuna and Dr. Mariner, with stories entitled ""Secret Of The Red Vortex"", ""Call Of The Sea"" and ""Attack Of The Sea-Star People"".<br><br>
(Source: Wikipedia)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8879.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8879.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/8879.jpg,,,,,True,True,False,False
9228,1963,4.0,train,True,863.0,59,0.8,top_75_100,Wan Wan Chuushingura,,"The homeless dog Rock swears to take to revenge on a tiger named Killer in the zoo, who had killed his mother. The dogs in town, troubled by the atrocities of Killer, join forces to support Rock. Changing the target of revenge to the murderer of the main character's mother made it easier for kids to empathize with the character.<br><br>
(Source: AnimeNfo)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx9228-UvXR069uBSJy.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx9228-UvXR069uBSJy.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx9228-UvXR069uBSJy.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/9228-7swWgpUzvyJj.jpg,,,,True,True,True,False
9521,1941,1.0,train,True,589.0,47,0.5,warm_25_50,Tie Shan Gongzhu,,"Adapted from the popular Chinese folk tale ""Journey to the West,"" and produced by the Wan brothers in the midst of World War II, Princess Iron Fan is the first feature length animated film produced in China. We follow the Monkey King and his friends on their journey to the west. As they reach Fire Mountain they are unable to pass because of the fire but learn that a special iron fan can quench the flames. However, the fan belongs to Princess Iron Fan and she will not willingly lend it to them.<br>
<br>
(Source: Amazon.com)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/9521.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/9521.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/9521.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/n9521-ihWF6NXmg2Rb.jpg,,,,True,True,True,False
9613,1964,2.0,train,True,649.0,58,1.0,top_75_100,Big X,Big X,"Invited to Nazi Germany during World War II, Dr. Asagumo is asked by Hitler  to collaborate with him on the research of the new weapon ""Big X"". Concerned about the possible effects of the completion of Big X, Dr. Asagumo intentionally delays the progress of the research, conspiring with his co-researcher, the devious Dr. Engel. Immediately before Germany is defeated by the Allies, Dr. Asagumo implants a card inscribed with the secret of Big X in his son, Shigeru, and is then shot to death by the German army. Twenty years later, the card is discovered in the body of Shigeru, who is then living in Tokyo. Soon, an organization claiming alliance with the Nazis appears, steals the card, and completes the Big X project. Dr. Engel's grandson has joined the Nazi Alliance. The completed Big X is then revealed to be a drug that can expand the human body without limitation. Recovering Big X from the enemy, Shigeru's son Akira fearlessly challenges the Nazi Alliance and Hans Engel, who are plotting to conquer the world.<br>
<br>
<i>Note: Most of the series is lost media. Only episodes 1, 11, 12 & 40-59 are known to still exist.</i>",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx9613-iJNnBrJqDD26.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx9613-iJNnBrJqDD26.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx9613-iJNnBrJqDD26.jpg,,CFrBGknrkeU,youtube,https://i.ytimg.com/vi/CFrBGknrkeU/hqdefault.jpg,True,True,False,True
9850,1958,2.0,train,True,411.0,47,1.0,top_75_100,Koguma no Koro-chan,Korochan,Japanese fairy tale about a bear cub who would rather play than help his parents with house chores. ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/9850.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/9850.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/9850.jpg,,,,,True,True,False,False
10342,1964,3.0,train,True,696.0,63,1.0,top_75_100,Tetsuwan Atom: Uchuu no Yuusha,Astro Boy: The Brave in Space,"From the TV series of ""Astro Boy,"" three episodes were selected for theater re-edition, ""Robot Rocket"" (46th episode), ""Earth Defense Troops"" (56th episode) and ""The Last Day of Earth"" (71st episode). Of these three, ""Earth Defense Troops"" was the only one originally derived from Tezuka Osamu's story ""Number 7."" Its settings were diverted to the ""Astro Boy"" series. In this film, the whole scene of ""Earth Defense Troops"" and a part of ""The Last Day of Earth"" were reproduced in color for this theater version.<br><br>
(Source: Official site)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx10342-KNADJFNsd8dv.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx10342-KNADJFNsd8dv.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx10342-KNADJFNsd8dv.jpg,,,,,True,True,False,False
10743,1950,,holdout_unknown,False,556.0,46,,,Tora-chan no Kankan Mushi,,Tora-chan and Miike are working on the side of a tuna steamship and manage to run afoul of the short-tempered captain. But the captain makes plenty of trouble on his own! ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/10743.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/10743.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/10743.jpg,,,,,True,True,False,False
11447,1956,2.0,train,True,1064.0,54,1.0,top_75_100,Yuurei-sen,,"Film about a ghost ship. There is no dialogue, just music and a choir. ",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/11447.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/11447.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/11447.jpg,,,,,True,True,False,False
12295,1965,4.0,train,True,604.0,48,0.7777777777777778,top_75_100,Tabako to Hai,,"In the summer of 2000 in Hollywood, Spielberg's Dreamworks Film Corp. made the film ""Chicken Run"" with Nick Park, the great master of clay-figure animation, and it became a big hit. A chicken was the main character, and the story unfolded like the masterpiece ""The Great Escape."" Thirty-five years ago, Mushi Production created an animated work in which a chicken was the main character and a rebellion between the rulers and the ruled eventually escalated into a great war. Despite the scale of the story, the film ran for only three minutes. The ability to depict the endless repetition of war in human history in just three minutes is a unique feature of short animation, relying on exaggeration and great imagination. <br><br>
(Source: en.tezuka.co.jp) ",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/12295.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/12295.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/12295.jpg,,,,,True,True,False,False
12603,1948,1.0,train,True,630.0,53,1.0,top_75_100,Tora-chan to Hanayome,Little Tiger and Bride,"Tora-chan and Miike and playing while their big sister prepares for her wedding. Just then a letter arrives; it's from Grandfather, who writes that he won't allow the wedding as long as he lives! Bride and groom rush to the church to get married before the old cat can stop them, but his boat has just arrived! Can Tora-chan and Miike keep him distracted long enough for their sister's happy day to go uninterrupted? ",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/12603.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/12603.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/12603.jpg,,,,,True,True,False,False
12763,1964,1.0,train,True,410.0,52,1.0,top_75_100,0-sen Hayato,,"The adventures of a zero fighter pilot during World War II. <br><br>
(Source: AniDB) ",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/12763.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/12763.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/12763.jpg,,,,,True,True,False,False
