id,title_romaji,title_english,title_native,description,voice_actor_names,format,episodes,duration,meanScore,popularity,source,countryOfOrigin,isAdult,startDate_month,startDate_day,genres,studios,is_sequel,has_sequel,prequel_count,prequel_popularity_mean,prequel_meanScore_mean,release_year,release_quarter
9521,Tie Shan Gongzhu,Tie Shan Gongzhu,鐵扇公主,"Adapted from the popular Chinese folk tale ""Journey to the West,"" and produced by the Wan brothers in the midst of World War II, Princess Iron Fan is the first feature length animated film produced in China. We follow the Monkey King and his friends on their journey to the west. As they reach Fire Mountain they are unable to pass because of the fire but learn that a special iron fan can quench the flames. However, the fan belongs to Princess Iron Fan and she will not willingly lend it to them.<br>
<br>
(Source: Amazon.com)",,MOVIE,1.0,73.0,47,589.0,OTHER,CN,False,1.0,1.0,"[""Action"", ""Adventure"", ""Fantasy""]",[],False,False,0,0.0,0.0,1941,1
9613,Big X,Big X,ビッグX,"Invited to Nazi Germany during World War II, Dr. Asagumo is asked by Hitler  to collaborate with him on the research of the new weapon ""Big X"". Concerned about the possible effects of the completion of Big X, Dr. Asagumo intentionally delays the progress of the research, conspiring with his co-researcher, the devious Dr. Engel. Immediately before Germany is defeated by the Allies, Dr. Asagumo implants a card inscribed with the secret of Big X in his son, Shigeru, and is then shot to death by the German army. Twenty years later, the card is discovered in the body of Shigeru, who is then living in Tokyo. Soon, an organization claiming alliance with the Nazis appears, steals the card, and completes the Big X project. Dr. Engel's grandson has joined the Nazi Alliance. The completed Big X is then revealed to be a drug that can expand the human body without limitation. Recovering Big X from the enemy, Shigeru's son Akira fearlessly challenges the Nazi Alliance and Hans Engel, who are plotting to conquer the world.<br>
<br>
<i>Note: Most of the series is lost media. Only episodes 1, 11, 12 & 40-59 are known to still exist.</i>",Mariko Mukai|Yoshiko Oota|Fuyumi Shiraishi|Akira Shimada|Keiko Yamamoto|Ichirou Nagai|Hiroshi Nakano|Tomoko Watanabe,TV,59.0,25.0,58,649.0,MANGA,JP,False,8.0,3.0,"[""Action"", ""Sci-Fi""]","[{""id"": 11359, ""isMain"": false, ""node"": {""id"": 65, ""name"": ""Tokyo Movie Shinsha"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,1964,2
9850,Koguma no Koro-chan,Korochan,こぐまのコロちゃん,Japanese fairy tale about a bear cub who would rather play than help his parents with house chores. ,,MOVIE,1.0,10.0,47,411.0,OTHER,JP,False,3.0,16.0,[],[],False,False,0,0.0,0.0,1958,2
10342,Tetsuwan Atom: Uchuu no Yuusha,Astro Boy: The Brave in Space,鉄腕アトム 宇宙の勇者,"From the TV series of ""Astro Boy,"" three episodes were selected for theater re-edition, ""Robot Rocket"" (46th episode), ""Earth Defense Troops"" (56th episode) and ""The Last Day of Earth"" (71st episode). Of these three, ""Earth Defense Troops"" was the only one originally derived from Tezuka Osamu's story ""Number 7."" Its settings were diverted to the ""Astro Boy"" series. In this film, the whole scene of ""Earth Defense Troops"" and a part of ""The Last Day of Earth"" were reproduced in color for this theater version.<br><br>
(Source: Official site)",,MOVIE,1.0,77.0,63,696.0,ORIGINAL,JP,False,7.0,25.0,"[""Action"", ""Adventure"", ""Drama"", ""Mecha"", ""Sci-Fi""]","[{""id"": 11936, ""isMain"": false, ""node"": {""id"": 68, ""name"": ""Mushi Production"", ""isAnimationStudio"": true}}, {""id"": 11937, ""isMain"": false, ""node"": {""id"": 169, ""name"": ""Fuji TV"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,1964,3
11447,Yuurei-sen,Yuurei-sen,幽霊船,"Film about a ghost ship. There is no dialogue, just music and a choir. ",,MOVIE,1.0,11.0,54,1064.0,OTHER,JP,False,4.0,16.0,"[""Supernatural""]",[],False,False,0,0.0,0.0,1956,2
12295,Tabako to Hai,Tabako to Hai,たばこと灰,"In the summer of 2000 in Hollywood, Spielberg's Dreamworks Film Corp. made the film ""Chicken Run"" with Nick Park, the great master of clay-figure animation, and it became a big hit. A chicken was the main character, and the story unfolded like the masterpiece ""The Great Escape."" Thirty-five years ago, Mushi Production created an animated work in which a chicken was the main character and a rebellion between the rulers and the ruled eventually escalated into a great war. Despite the scale of the story, the film ran for only three minutes. The ability to depict the endless repetition of war in human history in just three minutes is a unique feature of short animation, relying on exaggeration and great imagination. <br><br>
(Source: en.tezuka.co.jp) ",,MOVIE,1.0,4.0,48,604.0,UNKNOWN_SOURCE,JP,False,10.0,1.0,"[""Adventure""]","[{""id"": 13055, ""isMain"": false, ""node"": {""id"": 68, ""name"": ""Mushi Production"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,1965,4
12603,Tora-chan to Hanayome,Little Tiger and Bride,トラちゃんと花嫁,"Tora-chan and Miike and playing while their big sister prepares for her wedding. Just then a letter arrives; it's from Grandfather, who writes that he won't allow the wedding as long as he lives! Bride and groom rush to the church to get married before the old cat can stop them, but his boat has just arrived! Can Tora-chan and Miike keep him distracted long enough for their sister's happy day to go uninterrupted? ",,MOVIE,1.0,17.0,53,630.0,ORIGINAL,JP,False,2.0,15.0,[],"[{""id"": 42113, ""isMain"": true, ""node"": {""id"": 18, ""name"": ""Toei Animation"", ""isAnimationStudio"": true}}]",True,True,1,747.0,54.0,1948,1
12763,0-sen Hayato,0-sen Hayato,0戦はやと,"The adventures of a zero fighter pilot during World War II. <br><br>
(Source: AniDB) ",Michiru Houjouu|Kouji Asakura|Chikao Ootsuka|Yutaka Ooyama|Yasuo Muramatsu|Isamu Tanonaka|Iemasa Kayumi,TV_SHORT,38.0,15.0,52,410.0,MANGA,JP,False,1.0,21.0,[],"[{""id"": 33143, ""isMain"": true, ""node"": {""id"": 7264, ""name"": ""P Productions"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,1964,1
12887,Uchuu Shounen Soran,Uchuu Shounen Soran,宇宙少年ソラン,"A classic sci-fi TV anime. The adventures of super-boy. In the 21st century, a human boy is raised on the Planet Soran, home of one of the most advanced civilization in the Galactic Federaion. The planet has the gravity 15 times stronger than Earth. People of Soran changed the boy into a cyborg so that he can live on the planet. Years later the boy returns to Earth. He calls himself Soran. On Earth, his phsical ability is 15 times superior to normal humans. He uses the power for justice. <br><br>
(Source: AniDB) ",,TV,96.0,25.0,42,288.0,UNKNOWN_SOURCE,JP,False,5.0,4.0,"[""Action"", ""Adventure"", ""Sci-Fi""]","[{""id"": 13330, ""isMain"": false, ""node"": {""id"": 191, ""name"": ""Eiken"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,1965,2
12895,Uchuu Shounen Soran (Movie),Uchuu Shounen Soran (Movie),宇宙少年ソラン,,,MOVIE,1.0,25.0,33,92.0,UNKNOWN_SOURCE,JP,False,7.0,24.0,"[""Action"", ""Adventure"", ""Sci-Fi""]","[{""id"": 13332, ""isMain"": false, ""node"": {""id"": 191, ""name"": ""Eiken"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,1965,3
12897,Uchuu Patrol Hopper,Uchuu Patrol Hopper,宇宙パトロールホッパ,"After an alien attack, a boy named Jun is rescued by aliens who give him super powers and recruit him into the Space Patrol. The series was renamed Patrol Hopper Uchukko Jun for the final 18 episodes. <br><br>
(Source: AniDB) ",Shinsuke Chikaishi,TV,44.0,25.0,44,295.0,ORIGINAL,JP,False,2.0,1.0,"[""Sci-Fi""]","[{""id"": 13333, ""isMain"": true, ""node"": {""id"": 18, ""name"": ""Toei Animation"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,1965,1
13307,Shounen Ninja Kaze no Fujimaru,Shounen Ninja Kaze no Fujimaru,少年忍者風のフジ丸,"It's a pretty basic story about a boy practicing the arts of ninjutsu, fighting evil and trying to find his mother.<br><br>
Young Fujimaru got snatched away from his mother by an eagle and was rescued by a ninja named Sasuke who raised him and taught him ninja techniques.<br>
Later Fujimaru embarks on a quest to find his mother, encounters his arch enemy and learns about a secret book that contains secret ninja arts.<br><br>
The series is pretty old, but portraits loads of classic ninja techniques, like elemental manipulation (fire &amp; wind), creating illusionary clones and breathing through a reed.",,TV,65.0,24.0,64,493.0,UNKNOWN_SOURCE,JP,False,6.0,7.0,"[""Action"", ""Adventure""]","[{""id"": 13486, ""isMain"": true, ""node"": {""id"": 18, ""name"": ""Toei Animation"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,1964,3
14211,Instant History,Instant History,インスタントヒストリー,"The show was about historical events through a character who was not aware of ""what happened on this day in history"". <br><br>
(Source: Wikipedia)",,TV_SHORT,104.0,3.0,50,277.0,ORIGINAL,JP,False,5.0,1.0,[],"[{""id"": 13755, ""isMain"": false, ""node"": {""id"": 145, ""name"": ""TBS"", ""isAnimationStudio"": false}}, {""id"": 13756, ""isMain"": false, ""node"": {""id"": 831, ""name"": ""Otogi Production"", ""isAnimationStudio"": true}}]",False,True,0,0.0,0.0,1961,2
14213,Otogi Manga Calendar,Otogi Manga Calendar,おとぎマンガカレンダー,"The show was about historical events through a character who was not aware of ""what happened on this day in history"".<br><br>
(Source: Wikipedia)",,TV_SHORT,54.0,3.0,52,252.0,ORIGINAL,JP,False,6.0,25.0,[],"[{""id"": 13757, ""isMain"": false, ""node"": {""id"": 145, ""name"": ""TBS"", ""isAnimationStudio"": false}}, {""id"": 13758, ""isMain"": false, ""node"": {""id"": 831, ""name"": ""Otogi Production"", ""isAnimationStudio"": true}}]",True,False,1,277.0,50.0,1962,3
15823,Shin Takarajima,Shin Takarajima,新宝島,"This was the first episode of Mushi Pro Land, a unique series of 60-minute animated programs. It was also Japan's first 60-minute animated TV program. However, the series never materialized and only this episode was actually aired. The story follows Stevenson's ""Treasure Island,"" featuring characters in the form of animals. For example, the pirate Silver is illustrated as a wolf, where the main character Jim is changed into a rabbit. This has, therefore, nothing to do with the ""New Treasure Island,"" Tezuka's masterpiece Manga.<br><br>
(Source: Tezuka Osamu Official Website)",Takuya Fujioka|Takeshi Katou|Kazue Tagami|Genzo Wakayama|Takashi Kitahara,SPECIAL,1.0,55.0,66,426.0,OTHER,JP,False,1.0,3.0,"[""Adventure""]","[{""id"": 14178, ""isMain"": true, ""node"": {""id"": 68, ""name"": ""Mushi Production"", ""isAnimationStudio"": true}}, {""id"": 14179, ""isMain"": false, ""node"": {""id"": 169, ""name"": ""Fuji TV"", ""isAnimationStudio"": false}}, {""id"": 27609, ""isMain"": false, ""node"": {""id"": 200, ""name"": ""Tezuka Productions"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,1965,1
16007,Hyoutan Suzume,Hyoutan Suzume,ひょうたんすずめ,"A fierce, feisty frog and his son arrive on a peaceful island, creating chaos everywhere they go for all the land’s residents.",Kiyoshi Kawakubo,MOVIE,1.0,55.0,49,317.0,ORIGINAL,JP,False,2.0,10.0,"[""Fantasy""]","[{""id"": 14243, ""isMain"": false, ""node"": {""id"": 245, ""name"": ""Toho"", ""isAnimationStudio"": false}}, {""id"": 14244, ""isMain"": true, ""node"": {""id"": 831, ""name"": ""Otogi Production"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,1959,1
16063,Fushigina Taiko,Fushigina Taiko,ふしぎな太鼓,A short movie based on the children's story by Momoko Ishii.,,MOVIE,1.0,19.0,36,207.0,UNKNOWN_SOURCE,JP,False,8.0,20.0,[],"[{""id"": 14267, ""isMain"": false, ""node"": {""id"": 53, ""name"": ""Dentsu"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,1957,3
16159,Mirai Kara Kita Shounen Super Jetter,Mirai Kara Kita Shounen Super Jetter,未来から来た少年 スーパージェッター,"A time patroller from the 30th century goes back to the 20th century to stop a meteor from destroying the world.<br><br>
Note: The final 26 episodes are in color.",,TV,52.0,25.0,51,326.0,ORIGINAL,JP,False,1.0,7.0,"[""Action"", ""Comedy"", ""Sci-Fi""]","[{""id"": 14296, ""isMain"": false, ""node"": {""id"": 145, ""name"": ""TBS"", ""isAnimationStudio"": false}}, {""id"": 14297, ""isMain"": false, ""node"": {""id"": 489, ""name"": ""TCJ"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,1965,1
17521,Ookami Shounen Ken,Ookami Shounen Ken,狼少年ケン,"Ken The Wolf Boy is about the adventures of Ken, who was brought up by wolves in the jungle and can be compared to Jungle Book. His main companions were two young wolves named Chi Chi and Po Po.<br><br>
(Source: AniDB)",Yuuji Nishimoto|Youko Mizugaki|Jouji Yanami|Kazue Tagami|Kenji Utsumi|Hiroshi Masuoka,TV,86.0,20.0,61,417.0,UNKNOWN_SOURCE,JP,False,11.0,25.0,"[""Adventure""]","[{""id"": 14741, ""isMain"": true, ""node"": {""id"": 18, ""name"": ""Toei Animation"", ""isAnimationStudio"": true}}, {""id"": 14742, ""isMain"": false, ""node"": {""id"": 55, ""name"": ""TV Asahi"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,1963,4
17675,Otogi no Sekai Ryoko,Otogi no Sekai Ryoko,おとぎの世界旅行,Seven short films combined in one theatrical movie telling the story of Otogi's Studio voyage around the world.,,MOVIE,1.0,76.0,47,173.0,UNKNOWN_SOURCE,JP,False,8.0,25.0,"[""Adventure""]","[{""id"": 14790, ""isMain"": false, ""node"": {""id"": 831, ""name"": ""Otogi Production"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,1962,3
19125,Mogura no Adventure,Mogura no Adventure,もぐらのアバンチュール,"Note: The oldest surviving Japanese television animation.<br><br>
(Source: AniDB)",,SPECIAL,1.0,10.0,40,438.0,ORIGINAL,JP,False,10.0,15.0,"[""Adventure""]",[],False,False,0,0.0,0.0,1958,4
19681,Hustle Punch,Hustle Punch,ハッスルパンチ,"The show centers around three hobos that live in a broken car on top of a junkyard: Punch, Touch, and Boom. Punch is a bear who is literally strong-headed: his head is as hard as a rock, and nothing can knock him down. Boom the weasel is an expert shot, using not a gun, but a slingshot. Touch the mouse takes advantage of her smallness in order to get into small holes and sneaking into things without the villains knowing. <br><br>
Gari-Gari is a mad scientist wolf who wants to build a mansion over the junkyard, constantly thinking up evil plans to get the money needed to buy the property, whether it&rsquo;s creating a machine that creates counterfeit 10 yen (about 10 cents in US money) or stealing priceless paintings and selling it to a high bidder. He is an inventor, creating things that can aid him into doing his deed. If Gari-Gari buys the junkyard, this of course means that the three heroes will have no place to stay, so they constantly thwart his schemes. Gari-Gari has two henchmen working for him: Black and Nyu. Black is a gangster cat who welds a gun, often shooting at Punch and the gang with it. Nyu is a simple-minded pig who has big strength. <br><br>
(Source: Cartoon Research)<br><br><i>Note: Based on Hustle Punch by Mori Yasuji, serialized in Manga Ou.</i>",,TV,26.0,25.0,46,360.0,MANGA,JP,False,11.0,1.0,"[""Comedy"", ""Fantasy""]",[],False,False,0,0.0,0.0,1965,4
19981,Shisukon Ouji,Shisukon Ouji,シスコン王子,Based on a manga by Fujiko (A) Fujio and Fujiko (F) Fujio.,Kunako Kashii,TV,14.0,25.0,43,205.0,MANGA,JP,False,12.0,20.0,"[""Adventure""]",[],False,False,0,0.0,0.0,1964,1
19983,Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou,Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou,少年忍者風のフジ丸 謎のアラビヤ人形,"Kidnapped and rescued by a Ninja, Fujimaru has mastered martial arts over the years. Now he sets off on a journey to find his mother and also locate an old tome containing secret martial arts techniques.<br><br>
(Source: AniDB)",,MOVIE,1.0,55.0,43,188.0,UNKNOWN_SOURCE,JP,False,7.0,21.0,"[""Action"", ""Adventure""]",[],False,False,0,0.0,0.0,1964,3
19985,Uchuujin Pipi,Uchuujin Pipi,宇宙人ピピ,"An alien from another world lands on Earth and befriends a human boy. Pipi tends to help his human friends by giving them sound advice and sometimes using his advanced technology when needed. This is a drama which is mostly live actors and scenery. The main character, Pipi, and many of the special effects are animated.",Meiko Nakamura,TV,52.0,25.0,40,190.0,UNKNOWN_SOURCE,JP,False,4.0,8.0,[],"[{""id"": 41258, ""isMain"": false, ""node"": {""id"": 479, ""name"": ""DOGA Productions"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,1965,2
